DBH,H,WD,Continent,S,SS,AGB,Rainfall,OldGrowth,ForestType,DryMonths,Altitude,SP
56.1,23.2,0.36,Americas,ColombiaG1,colombiag,1205.03,,,,,,23
57.9,25.3,0.25,Americas,ColombiaG1,colombiag,1454.18,,,,,,63
61.8,26.2,0.29,Americas,ColombiaG1,colombiag,1409.55,,,,,,16
63.1,29.8,0.33,Americas,ColombiaG1,colombiag,1939.67,,,,,,58
63.7,28.2,0.31,Americas,ColombiaG1,colombiag,1769.64,,,,,,44
65.5,30.3,0.36,Americas,ColombiaG1,colombiag,1745.98,,,,,,23
67.0,29.8,0.3,Americas,ColombiaG1,colombiag,2327.65,,,,,,60
70.3,32.5,0.34,Americas,ColombiaG1,colombiag,2837.34,,,,,,18
70.9,28.0,0.3,Americas,ColombiaG1,colombiag,2519.89,,,,,,60
49.8,33.0,0.83,Americas,ColombiaG1,colombiag,2259.24,,,,,,1
15.8,18.2,0.49,Americas,ColombiaG1,colombiag,141.7,,,,,,24
23.8,26.1,0.56,Americas,ColombiaG1,colombiag,545.36,,,,,,5
32.3,33.6,0.53,Americas,ColombiaG1,colombiag,780.26,,,,,,8
37.1,26.0,0.51,Americas,ColombiaG1,colombiag,615.81,,,,,,10
38.8,24.9,0.53,Americas,ColombiaG1,colombiag,876.71,,,,,,8
50.2,29.0,0.47,Americas,ColombiaG1,colombiag,1330.51,,,,,,42
68.7,29.8,0.56,Americas,ColombiaG1,colombiag,5110.31,,,,,,5
7.2,11.3,0.35,Americas,ColombiaG2,colombiag,13.01,,,,,,61
10.7,15.5,0.4,Americas,ColombiaG2,colombiag,32.51,,,,,,15
12.5,19.3,0.36,Americas,ColombiaG2,colombiag,54.39,,,,,,23
5.8,11.9,0.4,Americas,ColombiaG2,colombiag,21.83,,,,,,15
6.2,11.9,0.39,Americas,ColombiaG2,colombiag,16.96,,,,,,19
10.7,11.6,0.33,Americas,ColombiaG2,colombiag,31.13,,,,,,58
11.3,13.0,0.36,Americas,ColombiaG2,colombiag,45.26,,,,,,23
5.7,6.6,0.6,Americas,ColombiaG2,colombiag,8.12,,,,,,14
6.6,9.4,0.57,Americas,ColombiaG2,colombiag,15.15,,,,,,9
9.3,12.9,0.47,Americas,ColombiaG2,colombiag,50.42,,,,,,42
18.6,9.3,0.6,Americas,ColombiaM1,colombiam,174.05,,,,,,14
25.1,20.0,0.65,Americas,ColombiaM1,colombiam,495.1,,,,,,37
86.0,29.4,0.58,Americas,ColombiaM1,colombiam,5533.39,,,,,,12
17.3,17.5,0.55,Americas,ColombiaM1,colombiam,175.66,,,,,,6
28.5,21.3,0.51,Americas,ColombiaM1,colombiam,644.01,,,,,,10
36.6,22.3,0.43,Americas,ColombiaM1,colombiam,899.35,,,,,,41
37.9,14.6,0.42,Americas,ColombiaM1,colombiam,535.31,,,,,,25
43.3,28.8,0.53,Americas,ColombiaM1,colombiam,4666.75,,,,,,8
97.1,36.2,0.57,Americas,ColombiaM1,colombiam,18831.51,,,,,,9
111.9,32.4,0.59,Americas,ColombiaM1,colombiam,11657.6,,,,,,36
21.1,17.4,0.55,Americas,ColombiaM1,colombiam,194.58,,,,,,6
31.8,17.8,0.54,Americas,ColombiaM1,colombiam,414.42,,,,,,7
43.5,24.1,0.54,Americas,ColombiaM1,colombiam,970.48,,,,,,7
17.2,28.4,0.78,Americas,ColombiaM1,colombiam,236.27,,,,,,45
23.0,24.3,0.79,Americas,ColombiaM1,colombiam,170.95,,,,,,54
29.0,31.4,0.82,Americas,ColombiaM1,colombiam,954.96,,,,,,50
56.5,28.4,0.74,Americas,ColombiaM1,colombiam,4355.18,,,,,,30
73.7,39.5,0.75,Americas,ColombiaM1,colombiam,5175.71,,,,,,59
78.0,32.3,0.77,Americas,ColombiaM1,colombiam,7880.89,,,,,,52
37.1,20.4,0.73,Americas,ColombiaM1,colombiam,1463.33,,,,,,33
60.8,45.1,0.7,Americas,ColombiaM1,colombiam,4374.88,,,,,,39
62.1,46.4,0.73,Americas,ColombiaM1,colombiam,5403.71,,,,,,33
69.6,45.5,0.74,Americas,ColombiaM1,colombiam,6686.1,,,,,,30
89.8,43.8,0.74,Americas,ColombiaM1,colombiam,12788.55,,,,,,30
6.5,10.7,0.69,Americas,ColombiaM2,colombiam,20.41,,,,,,32
6.8,9.5,0.55,Americas,ColombiaM2,colombiam,8.33,,,,,,6
8.4,12.1,0.58,Americas,ColombiaM2,colombiam,25.73,,,,,,12
8.7,11.9,0.58,Americas,ColombiaM2,colombiam,27.61,,,,,,12
8.7,11.4,0.6,Americas,ColombiaM2,colombiam,24.06,,,,,,14
10.0,10.9,0.57,Americas,ColombiaM2,colombiam,28.05,,,,,,9
10.9,16.3,0.65,Americas,ColombiaM2,colombiam,35.23,,,,,,37
5.0,7.5,0.74,Americas,ColombiaM2,colombiam,9.37,,,,,,30
11.8,17.8,0.66,Americas,ColombiaM2,colombiam,84.91,,,,,,43
18.0,22.5,0.53,Americas,CostaRic,costaric,153.35,3824.0,1.0,Wet,0,42,8
21.9,19.0,0.53,Americas,CostaRic,costaric,136.45,3824.0,1.0,Wet,0,42,8
21.9,21.9,0.53,Americas,CostaRic,costaric,187.91,3824.0,1.0,Wet,0,42,8
26.4,26.7,0.53,Americas,CostaRic,costaric,420.71,3824.0,1.0,Wet,0,42,8
32.3,32.5,0.53,Americas,CostaRic,costaric,716.11,3824.0,1.0,Wet,0,42,8
36.8,27.0,0.53,Americas,CostaRic,costaric,733.28,3824.0,1.0,Wet,0,42,8
40.5,27.5,0.53,Americas,CostaRic,costaric,836.25,3824.0,1.0,Wet,0,42,8
47.6,35.2,0.53,Americas,CostaRic,costaric,1731.78,3824.0,1.0,Wet,0,42,8
51.2,34.1,0.53,Americas,CostaRic,costaric,1671.67,3824.0,1.0,Wet,0,42,8
51.4,34.7,0.53,Americas,CostaRic,costaric,2441.73,3824.0,1.0,Wet,0,42,8
54.5,36.5,0.53,Americas,CostaRic,costaric,2137.32,3824.0,1.0,Wet,0,42,8
55.2,35.1,0.53,Americas,CostaRic,costaric,1940.97,3824.0,1.0,Wet,0,42,8
65.8,42.0,0.53,Americas,CostaRic,costaric,3287.95,3824.0,1.0,Wet,0,42,8
75.5,32.2,0.53,Americas,CostaRic,costaric,4503.63,3824.0,1.0,Wet,0,42,8
76.0,41.7,0.53,Americas,CostaRic,costaric,5066.42,3824.0,1.0,Wet,0,42,8
79.0,40.8,0.53,Americas,CostaRic,costaric,5726.35,3824.0,1.0,Wet,0,42,8
81.6,40.1,0.53,Americas,CostaRic,costaric,5228.81,3824.0,1.0,Wet,0,42,8
97.5,36.0,0.53,Americas,CostaRic,costaric,5453.61,3824.0,1.0,Wet,0,42,8
99.5,49.0,0.53,Americas,CostaRic,costaric,8962.32,3824.0,1.0,Wet,0,42,8
116.0,40.5,0.53,Americas,CostaRic,costaric,13922.08,3824.0,1.0,Wet,0,42,8
17.6,18.0,0.6,Americas,CostaRic,costaric,131.61,3824.0,1.0,Wet,0,42,14
19.5,23.7,0.6,Americas,CostaRic,costaric,231.23,3824.0,1.0,Wet,0,42,14
20.4,17.7,0.6,Americas,CostaRic,costaric,182.42,3824.0,1.0,Wet,0,42,14
29.7,20.2,0.6,Americas,CostaRic,costaric,438.22,3824.0,1.0,Wet,0,42,14
40.4,27.6,0.6,Americas,CostaRic,costaric,1126.53,3824.0,1.0,Wet,0,42,14
44.5,28.3,0.6,Americas,CostaRic,costaric,1037.83,3824.0,1.0,Wet,0,42,14
44.5,28.3,0.6,Americas,CostaRic,costaric,1230.67,3824.0,1.0,Wet,0,42,14
47.2,31.0,0.6,Americas,CostaRic,costaric,1516.63,3824.0,1.0,Wet,0,42,14
47.3,30.0,0.6,Americas,CostaRic,costaric,1470.88,3824.0,1.0,Wet,0,42,14
50.0,27.0,0.6,Americas,CostaRic,costaric,1545.38,3824.0,1.0,Wet,0,42,14
54.2,30.4,0.6,Americas,CostaRic,costaric,1937.08,3824.0,1.0,Wet,0,42,14
64.8,32.3,0.6,Americas,CostaRic,costaric,2130.62,3824.0,1.0,Wet,0,42,14
66.4,36.9,0.6,Americas,CostaRic,costaric,3576.06,3824.0,1.0,Wet,0,42,14
70.1,29.5,0.6,Americas,CostaRic,costaric,2427.47,3824.0,1.0,Wet,0,42,14
70.4,32.1,0.6,Americas,CostaRic,costaric,2643.89,3824.0,1.0,Wet,0,42,14
70.5,27.2,0.6,Americas,CostaRic,costaric,2278.7,3824.0,1.0,Wet,0,42,14
70.8,34.5,0.6,Americas,CostaRic,costaric,3101.13,3824.0,1.0,Wet,0,42,14
93.9,32.5,0.6,Americas,CostaRic,costaric,5615.16,3824.0,1.0,Wet,0,42,14
97.3,31.3,0.6,Americas,CostaRic,costaric,4386.58,3824.0,1.0,Wet,0,42,14
112.4,37.0,0.6,Americas,CostaRic,costaric,5848.68,3824.0,1.0,Wet,0,42,14
115.0,33.3,0.6,Americas,CostaRic,costaric,7915.57,3824.0,1.0,Wet,0,42,14
7.5,14.1,0.72,Americas,CostaRic,costaric,21.85,3824.0,1.0,Wet,0,42,34
8.2,10.6,0.72,Americas,CostaRic,costaric,26.95,3824.0,1.0,Wet,0,42,34
8.5,12.9,0.72,Americas,CostaRic,costaric,17.91,3824.0,1.0,Wet,0,42,34
9.6,14.4,0.72,Americas,CostaRic,costaric,42.17,3824.0,1.0,Wet,0,42,34
12.5,15.3,0.72,Americas,CostaRic,costaric,66.31,3824.0,1.0,Wet,0,42,34
16.2,16.9,0.72,Americas,CostaRic,costaric,99.14,3824.0,1.0,Wet,0,42,34
17.3,18.5,0.72,Americas,CostaRic,costaric,121.02,3824.0,1.0,Wet,0,42,34
17.6,17.5,0.72,Americas,CostaRic,costaric,112.39,3824.0,1.0,Wet,0,42,34
19.1,21.0,0.72,Americas,CostaRic,costaric,175.41,3824.0,1.0,Wet,0,42,34
24.2,22.6,0.72,Americas,CostaRic,costaric,350.36,3824.0,1.0,Wet,0,42,34
27.5,23.6,0.72,Americas,CostaRic,costaric,398.96,3824.0,1.0,Wet,0,42,34
28.2,22.2,0.72,Americas,CostaRic,costaric,455.05,3824.0,1.0,Wet,0,42,34
31.6,18.1,0.72,Americas,CostaRic,costaric,464.26,3824.0,1.0,Wet,0,42,34
32.2,17.2,0.72,Americas,CostaRic,costaric,299.78,3824.0,1.0,Wet,0,42,34
32.2,24.5,0.72,Americas,CostaRic,costaric,577.64,3824.0,1.0,Wet,0,42,34
32.2,24.3,0.72,Americas,CostaRic,costaric,695.51,3824.0,1.0,Wet,0,42,34
32.8,21.6,0.72,Americas,CostaRic,costaric,460.88,3824.0,1.0,Wet,0,42,34
12.2,13.9,0.41,Americas,CostaRic,costaric,44.18,3824.0,1.0,Wet,0,42,22
14.9,17.1,0.41,Americas,CostaRic,costaric,62.58,3824.0,1.0,Wet,0,42,22
16.2,17.3,0.41,Americas,CostaRic,costaric,85.77,3824.0,1.0,Wet,0,42,22
21.2,18.6,0.41,Americas,CostaRic,costaric,210.58,3824.0,1.0,Wet,0,42,22
21.6,21.0,0.41,Americas,CostaRic,costaric,197.58,3824.0,1.0,Wet,0,42,22
21.6,24.7,0.41,Americas,CostaRic,costaric,339.99,3824.0,1.0,Wet,0,42,22
27.7,22.9,0.41,Americas,CostaRic,costaric,406.63,3824.0,1.0,Wet,0,42,22
32.0,26.9,0.41,Americas,CostaRic,costaric,444.08,3824.0,1.0,Wet,0,42,22
34.9,34.3,0.41,Americas,CostaRic,costaric,905.45,3824.0,1.0,Wet,0,42,22
35.3,30.7,0.41,Americas,CostaRic,costaric,740.11,3824.0,1.0,Wet,0,42,22
35.9,32.0,0.41,Americas,CostaRic,costaric,705.65,3824.0,1.0,Wet,0,42,22
41.0,31.0,0.41,Americas,CostaRic,costaric,731.06,3824.0,1.0,Wet,0,42,22
44.2,32.9,0.41,Americas,CostaRic,costaric,1310.42,3824.0,1.0,Wet,0,42,22
44.5,33.0,0.41,Americas,CostaRic,costaric,1374.22,3824.0,1.0,Wet,0,42,22
45.3,35.0,0.41,Americas,CostaRic,costaric,1528.54,3824.0,1.0,Wet,0,42,22
50.1,40.0,0.41,Americas,CostaRic,costaric,1913.55,3824.0,1.0,Wet,0,42,22
50.4,32.8,0.41,Americas,CostaRic,costaric,2172.58,3824.0,1.0,Wet,0,42,22
58.2,30.4,0.41,Americas,CostaRic,costaric,1915.42,3824.0,1.0,Wet,0,42,22
18.4,19.0,0.41,Americas,CostaRic,costaric,104.61,3824.0,1.0,Wet,0,42,22
19.1,18.2,0.41,Americas,CostaRic,costaric,129.11,3824.0,1.0,Wet,0,42,22
21.7,18.9,0.41,Americas,CostaRic,costaric,150.12,3824.0,1.0,Wet,0,42,22
24.9,19.4,0.41,Americas,CostaRic,costaric,199.57,3824.0,1.0,Wet,0,42,22
26.5,18.0,0.41,Americas,CostaRic,costaric,223.47,3824.0,1.0,Wet,0,42,22
36.3,24.1,0.41,Americas,CostaRic,costaric,593.52,3824.0,1.0,Wet,0,42,22
38.5,22.7,0.41,Americas,CostaRic,costaric,910.69,3824.0,1.0,Wet,0,42,22
38.8,25.3,0.41,Americas,CostaRic,costaric,648.89,3824.0,1.0,Wet,0,42,22
47.0,25.9,0.41,Americas,CostaRic,costaric,974.02,3824.0,1.0,Wet,0,42,22
51.4,36.1,0.41,Americas,CostaRic,costaric,1433.8,3824.0,1.0,Wet,0,42,22
52.9,30.3,0.41,Americas,CostaRic,costaric,1277.62,3824.0,1.0,Wet,0,42,22
55.2,31.9,0.41,Americas,CostaRic,costaric,1873.1,3824.0,1.0,Wet,0,42,22
63.7,34.6,0.41,Americas,CostaRic,costaric,3172.89,3824.0,1.0,Wet,0,42,22
66.6,33.5,0.41,Americas,CostaRic,costaric,2121.08,3824.0,1.0,Wet,0,42,22
72.0,31.4,0.41,Americas,CostaRic,costaric,3392.88,3824.0,1.0,Wet,0,42,22
73.0,34.4,0.41,Americas,CostaRic,costaric,3093.4,3824.0,1.0,Wet,0,42,22
74.3,33.9,0.41,Americas,CostaRic,costaric,3204.9,3824.0,1.0,Wet,0,42,22
80.0,36.0,0.41,Americas,CostaRic,costaric,3976.15,3824.0,1.0,Wet,0,42,22
87.5,37.0,0.41,Americas,CostaRic,costaric,4976.31,3824.0,1.0,Wet,0,42,22
88.0,44.7,0.41,Americas,CostaRic,costaric,4884.07,3824.0,1.0,Wet,0,42,22
