DBH,H,WD,Continent,S,SS,AGB,Rainfall,OldGrowth,ForestType,DryMonths,Altitude,SP
46.4,25.1,0.53,Africa,Madagascar1,madagascar,1290.11,,,,,,8
45.5,18.6,0.78,Africa,Madagascar1,madagascar,1628.27,,,,,,45
15.0,11.3,0.54,Africa,Madagascar1,madagascar,51.11,,,,,,7
31.3,28.2,0.55,Africa,Madagascar1,madagascar,545.89,,,,,,6
15.7,13.6,0.54,Africa,Madagascar1,madagascar,92.3,,,,,,7
30.4,25.8,0.58,Africa,Madagascar1,madagascar,871.46,,,,,,12
45.3,27.4,0.65,Africa,Madagascar1,madagascar,1696.65,,,,,,37
14.4,14.5,0.76,Africa,Madagascar1,madagascar,122.25,,,,,,31
14.4,14.6,0.77,Africa,Madagascar1,madagascar,159.64,,,,,,52
15.4,18.0,0.8,Africa,Madagascar1,madagascar,174.44,,,,,,55
34.0,26.7,0.77,Africa,Madagascar1,madagascar,1244.57,,,,,,52
34.0,18.6,0.67,Africa,Madagascar1,madagascar,1342.08,,,,,,29
35.4,20.8,0.76,Africa,Madagascar1,madagascar,857.64,,,,,,31
44.0,30.2,0.8,Africa,Madagascar1,madagascar,2264.37,,,,,,55
45.6,31.7,0.81,Africa,Madagascar1,madagascar,2321.47,,,,,,57
54.0,32.4,0.77,Africa,Madagascar1,madagascar,3711.08,,,,,,52
10.2,9.6,0.8,Africa,Madagascar1,madagascar,43.51,,,,,,55
10.9,14.0,0.83,Africa,Madagascar1,madagascar,59.71,,,,,,1
14.5,16.9,0.8,Africa,Madagascar1,madagascar,141.15,,,,,,55
27.5,25.6,0.79,Africa,Madagascar1,madagascar,519.6,,,,,,54
32.1,20.9,0.71,Africa,Madagascar1,madagascar,636.66,,,,,,49
12.4,11.2,0.52,Africa,Madagascar1,madagascar,46.52,,,,,,11
16.6,14.1,0.46,Africa,Madagascar1,madagascar,58.93,,,,,,27
19.7,12.6,0.54,Africa,Madagascar1,madagascar,135.21,,,,,,7
23.2,10.5,0.53,Africa,Madagascar1,madagascar,112.95,,,,,,8
30.1,20.0,0.59,Africa,Madagascar1,madagascar,368.3,,,,,,36
26.0,20.1,0.75,Africa,Madagascar1,madagascar,622.66,,,,,,59
15.1,12.5,0.56,Africa,Madagascar1,madagascar,95.12,,,,,,5
15.8,17.8,0.58,Africa,Madagascar1,madagascar,103.93,,,,,,12
27.0,13.2,0.68,Africa,Madagascar1,madagascar,307.42,,,,,,56
28.3,15.1,0.65,Africa,Madagascar1,madagascar,568.34,,,,,,37
8.6,11.0,0.66,Africa,Madagascar2,madagascar,19.6,,,,,,43
8.6,10.2,0.61,Africa,Madagascar2,madagascar,18.61,,,,,,40
9.6,11.0,0.66,Africa,Madagascar2,madagascar,28.62,,,,,,43
16.9,13.0,0.68,Africa,Madagascar2,madagascar,114.36,,,,,,56
19.1,12.0,0.67,Africa,Madagascar2,madagascar,207.14,,,,,,29
19.1,10.5,0.67,Africa,Madagascar2,madagascar,186.25,,,,,,29
28.7,12.0,0.68,Africa,Madagascar2,madagascar,456.11,,,,,,56
28.7,11.0,0.68,Africa,Madagascar2,madagascar,582.09,,,,,,56
29.9,11.0,0.68,Africa,Madagascar2,madagascar,546.06,,,,,,56
6.4,7.8,0.8,Africa,Madagascar2,madagascar,15.7,,,,,,55
7.0,7.2,0.79,Africa,Madagascar2,madagascar,22.44,,,,,,54
9.6,12.0,0.76,Africa,Madagascar2,madagascar,62.06,,,,,,31
14.6,12.5,0.73,Africa,Madagascar2,madagascar,109.97,,,,,,33
16.6,16.6,0.8,Africa,Madagascar2,madagascar,197.39,,,,,,55
28.7,14.0,0.76,Africa,Madagascar2,madagascar,511.72,,,,,,31
8.6,7.7,0.42,Africa,Madagascar2,madagascar,22.16,,,,,,25
8.9,7.2,0.43,Africa,Madagascar2,madagascar,43.5,,,,,,41
9.2,6.3,0.51,Africa,Madagascar2,madagascar,19.52,,,,,,10
15.9,9.3,0.43,Africa,Madagascar2,madagascar,85.14,,,,,,41
17.8,9.2,0.36,Africa,Madagascar2,madagascar,73.96,,,,,,23
19.1,11.7,0.45,Africa,Madagascar2,madagascar,79.15,,,,,,28
28.0,13.0,0.54,Africa,Madagascar2,madagascar,217.22,,,,,,7
30.6,15.5,0.55,Africa,Madagascar2,madagascar,327.62,,,,,,6
35.0,15.0,0.55,Africa,Madagascar2,madagascar,796.02,,,,,,6
8.6,7.2,0.5,Africa,Madagascar2,madagascar,37.55,,,,,,13
9.6,10.3,0.47,Africa,Madagascar2,madagascar,27.52,,,,,,42
9.6,10.0,0.39,Africa,Madagascar2,madagascar,26.15,,,,,,19
15.9,13.2,0.58,Africa,Madagascar2,madagascar,126.48,,,,,,12
16.2,11.3,0.59,Africa,Madagascar2,madagascar,76.25,,,,,,36
18.2,8.0,0.48,Africa,Madagascar2,madagascar,79.14,,,,,,26
24.8,14.0,0.62,Africa,Madagascar2,madagascar,219.47,,,,,,35
29.0,16.4,0.54,Africa,Madagascar2,madagascar,505.38,,,,,,7
31.8,15.7,0.54,Africa,Madagascar2,madagascar,828.51,,,,,,7
8.0,6.6,0.7,Africa,Madagascar2,madagascar,24.67,,,,,,39
9.2,6.0,0.73,Africa,Madagascar2,madagascar,29.6,,,,,,33
9.6,7.0,0.74,Africa,Madagascar2,madagascar,38.59,,,,,,30
15.0,9.2,0.72,Africa,Madagascar2,madagascar,89.09,,,,,,34
17.2,10.0,0.57,Africa,Madagascar2,madagascar,99.86,,,,,,9
19.1,8.8,0.73,Africa,Madagascar2,madagascar,102.45,,,,,,33
7.6,7.5,0.47,Africa,Madagascar2,madagascar,15.64,,,,,,42
7.6,8.0,0.72,Africa,Madagascar2,madagascar,29.52,,,,,,34
9.6,12.6,0.73,Africa,Madagascar2,madagascar,39.95,,,,,,33
17.5,11.0,0.81,Africa,Madagascar2,madagascar,223.5,,,,,,57
19.1,16.0,0.64,Africa,Madagascar2,madagascar,224.44,,,,,,38
19.1,12.0,0.7,Africa,Madagascar2,madagascar,210.98,,,,,,39
28.7,14.2,0.66,Africa,Madagascar2,madagascar,606.45,,,,,,43
29.0,11.0,0.78,Africa,Madagascar2,madagascar,581.25,,,,,,45
30.3,22.0,0.62,Africa,Madagascar2,madagascar,682.14,,,,,,35
9.2,10.0,0.42,Africa,Madagascar2,madagascar,36.19,,,,,,25
9.6,9.2,0.44,Africa,Madagascar2,madagascar,28.16,,,,,,21
9.6,10.0,0.31,Africa,Madagascar2,madagascar,22.35,,,,,,44
15.6,9.0,0.39,Africa,Madagascar2,madagascar,70.81,,,,,,19
15.9,11.0,0.39,Africa,Madagascar2,madagascar,77.01,,,,,,19
18.2,9.9,0.46,Africa,Madagascar2,madagascar,81.7,,,,,,27
8.3,8.5,0.54,Africa,Madagascar2,madagascar,18.96,,,,,,7
8.6,9.0,0.52,Africa,Madagascar2,madagascar,21.91,,,,,,11
8.6,11.2,0.59,Africa,Madagascar2,madagascar,39.85,,,,,,36
15.9,11.0,0.67,Africa,Madagascar2,madagascar,208.47,,,,,,29
16.9,10.5,0.66,Africa,Madagascar2,madagascar,172.32,,,,,,43
19.1,10.8,0.61,Africa,Madagascar2,madagascar,95.1,,,,,,40
28.3,14.0,0.65,Africa,Madagascar2,madagascar,254.42,,,,,,37
29.6,12.0,0.56,Africa,Madagascar2,madagascar,522.37,,,,,,5
30.9,18.0,0.62,Africa,Madagascar2,madagascar,474.71,,,,,,35
6.4,11.4,0.44,Africa,Madagascar2,madagascar,12.37,,,,,,21
9.6,11.0,0.54,Africa,Madagascar2,madagascar,23.84,,,,,,7
9.6,10.0,0.52,Africa,Madagascar2,madagascar,29.92,,,,,,11
18.5,14.0,0.49,Africa,Madagascar2,madagascar,152.63,,,,,,24
18.5,9.0,0.53,Africa,Madagascar2,madagascar,128.39,,,,,,8
18.5,8.5,0.55,Africa,Madagascar2,madagascar,168.71,,,,,,6
28.7,11.0,0.53,Africa,Madagascar2,madagascar,307.75,,,,,,8
31.8,12.0,0.47,Africa,Madagascar2,madagascar,343.86,,,,,,42
31.8,11.0,0.51,Africa,Madagascar2,madagascar,427.23,,,,,,10
7.0,6.4,0.67,Africa,Madagascar2,madagascar,18.6,,,,,,29
9.6,8.5,0.62,Africa,Madagascar2,madagascar,31.48,,,,,,35
9.6,9.0,0.71,Africa,Madagascar2,madagascar,40.1,,,,,,49
15.9,10.5,0.58,Africa,Madagascar2,madagascar,84.32,,,,,,12
16.6,8.4,0.68,Africa,Madagascar2,madagascar,110.77,,,,,,56
19.1,16.0,0.6,Africa,Madagascar2,madagascar,359.29,,,,,,14
28.7,15.5,0.68,Africa,Madagascar2,madagascar,541.58,,,,,,56
29.0,19.0,0.55,Africa,Madagascar2,madagascar,536.38,,,,,,6
29.6,18.0,0.73,Africa,Madagascar2,madagascar,595.09,,,,,,33
7.0,8.3,0.7,Africa,Madagascar2,madagascar,21.34,,,,,,39
8.9,8.0,0.54,Africa,Madagascar2,madagascar,22.36,,,,,,7
9.6,12.1,0.69,Africa,Madagascar2,madagascar,43.7,,,,,,32
16.9,8.0,0.67,Africa,Madagascar2,madagascar,114.74,,,,,,29
19.1,10.4,0.67,Africa,Madagascar2,madagascar,126.64,,,,,,29
19.1,10.5,0.61,Africa,Madagascar2,madagascar,125.97,,,,,,40
28.7,13.8,0.68,Africa,Madagascar2,madagascar,757.63,,,,,,56
29.0,6.5,0.56,Africa,Madagascar2,madagascar,208.65,,,,,,5
31.8,8.3,0.66,Africa,Madagascar2,madagascar,370.41,,,,,,43
5.3,4.4,0.53,Africa,Madagascar3,madagascar,6.45,,,,,,8
8.4,5.7,0.56,Africa,Madagascar3,madagascar,17.42,,,,,,5
5.9,5.7,0.54,Africa,Madagascar3,madagascar,7.09,,,,,,7
6.8,6.7,0.52,Africa,Madagascar3,madagascar,9.42,,,,,,11
10.2,7.7,0.57,Africa,Madagascar3,madagascar,30.37,,,,,,9
10.6,5.9,0.59,Africa,Madagascar3,madagascar,27.39,,,,,,36
12.3,5.3,0.51,Africa,Madagascar3,madagascar,33.85,,,,,,10
5.9,3.4,0.39,Africa,Madagascar3,madagascar,7.63,,,,,,19
7.6,3.8,0.42,Africa,Madagascar3,madagascar,15.0,,,,,,25
23.6,7.3,0.43,Africa,Madagascar3,madagascar,175.59,,,,,,41
5.1,3.5,0.2,Africa,Madagascar3,madagascar,1.26,,,,,,75
6.0,3.4,0.27,Africa,Madagascar3,madagascar,1.68,,,,,,62
8.9,6.8,0.26,Africa,Madagascar3,madagascar,8.55,,,,,,67
9.2,7.2,0.27,Africa,Madagascar3,madagascar,8.35,,,,,,62
13.7,7.9,0.27,Africa,Madagascar3,madagascar,24.16,,,,,,62
15.0,7.5,0.26,Africa,Madagascar3,madagascar,24.23,,,,,,67
5.2,5.3,0.74,Africa,Madagascar3,madagascar,8.68,,,,,,30
5.3,5.8,0.74,Africa,Madagascar3,madagascar,7.94,,,,,,30
5.7,5.1,0.73,Africa,Madagascar3,madagascar,11.56,,,,,,33
8.0,6.1,0.8,Africa,Madagascar3,madagascar,30.15,,,,,,55
10.2,7.4,0.79,Africa,Madagascar3,madagascar,51.43,,,,,,54
12.3,8.2,0.79,Africa,Madagascar3,madagascar,99.45,,,,,,54
8.3,5.8,0.3,Africa,Madagascar3,madagascar,8.0,,,,,,60
19.5,7.9,0.3,Africa,Madagascar3,madagascar,51.12,,,,,,60
5.8,4.0,0.24,Africa,Madagascar3,madagascar,2.97,,,,,,76
6.7,3.9,0.23,Africa,Madagascar3,madagascar,2.67,,,,,,66
10.0,5.0,0.2,Africa,Madagascar3,madagascar,12.66,,,,,,75
11.8,4.1,0.21,Africa,Madagascar3,madagascar,13.24,,,,,,77
13.0,4.7,0.25,Africa,Madagascar3,madagascar,13.35,,,,,,63
5.2,5.0,0.85,Africa,Madagascar3,madagascar,7.64,,,,,,47
5.3,4.3,0.86,Africa,Madagascar3,madagascar,6.97,,,,,,71
5.3,5.2,0.89,Africa,Madagascar3,madagascar,12.32,,,,,,72
5.9,4.6,0.88,Africa,Madagascar3,madagascar,16.69,,,,,,78
6.5,4.9,0.86,Africa,Madagascar3,madagascar,11.86,,,,,,71
5.2,4.8,0.82,Africa,Madagascar3,madagascar,11.32,,,,,,50
5.7,3.5,0.85,Africa,Madagascar3,madagascar,11.11,,,,,,47
13.1,4.4,0.82,Africa,Madagascar3,madagascar,32.55,,,,,,50
5.9,4.5,0.89,Africa,Madagascar3,madagascar,11.79,,,,,,72
6.9,3.7,0.8,Africa,Madagascar3,madagascar,15.23,,,,,,55
7.5,5.6,0.71,Africa,Madagascar3,madagascar,15.92,,,,,,49
7.2,4.2,0.78,Africa,Madagascar3,madagascar,10.42,,,,,,45
6.4,3.4,0.46,Africa,Madagascar3,madagascar,12.62,,,,,,27
12.4,5.2,0.45,Africa,Madagascar3,madagascar,62.29,,,,,,28
7.1,3.2,0.42,Africa,Madagascar3,madagascar,14.6,,,,,,25
14.8,6.5,0.41,Africa,Madagascar3,madagascar,60.36,,,,,,22
7.1,4.2,0.31,Africa,Madagascar3,madagascar,9.52,,,,,,44
11.1,5.3,0.37,Africa,Madagascar3,madagascar,30.1,,,,,,64
5.6,5.4,0.78,Africa,Madagascar3,madagascar,14.06,,,,,,45
6.8,6.1,0.74,Africa,Madagascar3,madagascar,16.18,,,,,,30
7.6,6.1,0.78,Africa,Madagascar3,madagascar,20.13,,,,,,45
5.7,4.2,0.31,Africa,Madagascar3,madagascar,2.36,,,,,,44
6.6,4.9,0.28,Africa,Madagascar3,madagascar,4.71,,,,,,65
6.9,6.1,0.34,Africa,Madagascar3,madagascar,6.9,,,,,,18
9.9,5.6,0.36,Africa,Madagascar3,madagascar,10.74,,,,,,23
10.2,5.6,0.31,Africa,Madagascar3,madagascar,11.72,,,,,,44
13.8,7.0,0.29,Africa,Madagascar3,madagascar,24.91,,,,,,16
15.1,7.7,0.27,Africa,Madagascar3,madagascar,33.53,,,,,,62
7.0,3.8,0.18,Africa,Madagascar3,madagascar,2.28,,,,,,79
10.2,5.2,0.19,Africa,Madagascar3,madagascar,5.66,,,,,,80
10.7,3.2,0.22,Africa,Madagascar3,madagascar,5.52,,,,,,70
14.0,5.3,0.23,Africa,Madagascar3,madagascar,13.45,,,,,,66
16.2,6.3,0.29,Africa,Madagascar3,madagascar,23.85,,,,,,16
19.1,5.4,0.25,Africa,Madagascar3,madagascar,24.44,,,,,,63
24.8,4.4,0.22,Africa,Madagascar3,madagascar,30.22,,,,,,70
26.4,7.3,0.21,Africa,Madagascar3,madagascar,52.41,,,,,,77
27.4,6.1,0.21,Africa,Madagascar3,madagascar,42.27,,,,,,77
9.1,3.4,0.1,Africa,Madagascar3,madagascar,1.23,,,,,,81
11.0,3.7,0.11,Africa,Madagascar3,madagascar,1.32,,,,,,82
11.0,4.0,0.12,Africa,Madagascar3,madagascar,2.26,,,,,,83
12.6,5.0,0.09,Africa,Madagascar3,madagascar,6.47,,,,,,84
17.5,5.2,0.1,Africa,Madagascar3,madagascar,3.51,,,,,,81
31.8,4.9,0.1,Africa,Madagascar3,madagascar,17.38,,,,,,81
5.4,4.4,0.82,Africa,Madagascar3,madagascar,10.88,,,,,,50
6.1,4.9,0.77,Africa,Madagascar3,madagascar,11.66,,,,,,52
7.6,5.0,0.81,Africa,Madagascar3,madagascar,18.93,,,,,,57
8.4,6.7,0.86,Africa,Madagascar3,madagascar,34.88,,,,,,71
10.1,6.1,0.85,Africa,Madagascar3,madagascar,41.97,,,,,,47
6.6,4.7,0.78,Africa,Madagascar3,madagascar,12.6,,,,,,45
5.6,4.7,0.7,Africa,Madagascar3,madagascar,7.58,,,,,,39
9.4,6.1,0.83,Africa,Madagascar3,madagascar,36.94,,,,,,1
5.6,4.2,0.79,Africa,Madagascar3,madagascar,11.66,,,,,,54
7.6,4.4,0.73,Africa,Madagascar3,madagascar,41.21,,,,,,33
8.3,5.8,0.72,Africa,Madagascar3,madagascar,27.21,,,,,,34
7.2,6.1,0.66,Africa,Madagascar3,madagascar,20.64,,,,,,43
7.3,6.3,0.68,Africa,Madagascar3,madagascar,26.05,,,,,,56
10.0,8.8,0.67,Africa,Madagascar3,madagascar,40.94,,,,,,29
13.1,9.5,0.73,Africa,Madagascar3,madagascar,81.1,,,,,,33
10.0,12.0,0.64,Africa,Madagascar4,madagascar,53.73,,,,,,38
10.0,13.0,0.69,Africa,Madagascar4,madagascar,65.24,,,,,,32
14.0,12.0,0.62,Africa,Madagascar4,madagascar,94.36,,,,,,35
19.0,19.0,0.71,Africa,Madagascar4,madagascar,268.07,,,,,,49
24.0,16.0,0.67,Africa,Madagascar4,madagascar,434.35,,,,,,29
28.0,20.0,0.63,Africa,Madagascar4,madagascar,540.32,,,,,,4
30.0,25.0,0.63,Africa,Madagascar4,madagascar,574.38,,,,,,4
33.0,22.0,0.65,Africa,Madagascar4,madagascar,844.92,,,,,,37
11.0,16.0,0.48,Africa,Madagascar4,madagascar,52.99,,,,,,26
14.0,19.0,0.45,Africa,Madagascar4,madagascar,118.16,,,,,,28
16.0,22.0,0.5,Africa,Madagascar4,madagascar,162.15,,,,,,13
19.0,21.0,0.48,Africa,Madagascar4,madagascar,224.45,,,,,,26
20.0,24.0,0.48,Africa,Madagascar4,madagascar,237.12,,,,,,26
21.0,24.0,0.54,Africa,Madagascar4,madagascar,311.43,,,,,,7
28.0,25.0,0.52,Africa,Madagascar4,madagascar,654.97,,,,,,11
33.0,27.0,0.52,Africa,Madagascar4,madagascar,652.91,,,,,,11
35.0,33.0,0.58,Africa,Madagascar4,madagascar,1277.51,,,,,,12
14.0,18.0,0.49,Africa,Madagascar4,madagascar,102.6,,,,,,24
14.0,20.0,0.56,Africa,Madagascar4,madagascar,153.39,,,,,,5
14.0,15.0,0.48,Africa,Madagascar4,madagascar,134.82,,,,,,26
19.0,19.0,0.55,Africa,Madagascar4,madagascar,253.78,,,,,,6
23.0,24.0,0.49,Africa,Madagascar4,madagascar,320.98,,,,,,24
26.0,29.0,0.52,Africa,Madagascar4,madagascar,454.43,,,,,,11
30.0,24.0,0.48,Africa,Madagascar4,madagascar,659.85,,,,,,26
35.0,20.0,0.49,Africa,Madagascar4,madagascar,642.04,,,,,,24
37.0,26.0,0.52,Africa,Madagascar4,madagascar,529.16,,,,,,11
14.0,15.0,0.46,Africa,Madagascar4,madagascar,84.29,,,,,,27
15.0,14.0,0.58,Africa,Madagascar4,madagascar,127.67,,,,,,12
16.0,14.0,0.57,Africa,Madagascar4,madagascar,164.17,,,,,,9
18.0,18.0,0.67,Africa,Madagascar4,madagascar,183.49,,,,,,29
19.0,17.0,0.46,Africa,Madagascar4,madagascar,230.11,,,,,,27
20.0,11.0,0.66,Africa,Madagascar4,madagascar,183.36,,,,,,43
28.0,23.0,0.56,Africa,Madagascar4,madagascar,653.96,,,,,,5
30.0,19.0,0.55,Africa,Madagascar4,madagascar,408.3,,,,,,6
13.0,11.0,0.75,Africa,Madagascar4,madagascar,72.66,,,,,,59
14.0,15.0,0.69,Africa,Madagascar4,madagascar,106.57,,,,,,32
14.0,14.0,0.73,Africa,Madagascar4,madagascar,121.41,,,,,,33
21.0,19.0,0.7,Africa,Madagascar4,madagascar,263.49,,,,,,39
22.0,13.0,0.62,Africa,Madagascar4,madagascar,249.1,,,,,,35
24.0,11.0,0.66,Africa,Madagascar4,madagascar,286.02,,,,,,43
26.0,16.0,0.71,Africa,Madagascar4,madagascar,444.75,,,,,,49
28.0,15.0,0.63,Africa,Madagascar4,madagascar,369.44,,,,,,4
33.0,23.0,0.66,Africa,Madagascar4,madagascar,899.22,,,,,,43
10.0,11.0,0.64,Africa,Madagascar4,madagascar,45.3,,,,,,38
14.0,14.0,0.68,Africa,Madagascar4,madagascar,77.93,,,,,,56
16.0,18.0,0.69,Africa,Madagascar4,madagascar,165.14,,,,,,32
19.0,15.0,0.65,Africa,Madagascar4,madagascar,213.22,,,,,,37
20.0,19.0,0.67,Africa,Madagascar4,madagascar,282.12,,,,,,29
22.0,20.0,0.7,Africa,Madagascar4,madagascar,355.21,,,,,,39
27.0,21.0,0.67,Africa,Madagascar4,madagascar,436.57,,,,,,29
29.0,25.0,0.68,Africa,Madagascar4,madagascar,766.09,,,,,,56
33.0,25.0,0.64,Africa,Madagascar4,madagascar,898.39,,,,,,38
9.0,11.0,0.66,Africa,Madagascar4,madagascar,40.89,,,,,,43
10.0,11.0,0.65,Africa,Madagascar4,madagascar,48.91,,,,,,37
11.0,12.0,0.65,Africa,Madagascar4,madagascar,66.18,,,,,,37
17.0,17.0,0.64,Africa,Madagascar4,madagascar,136.24,,,,,,38
17.0,19.0,0.55,Africa,Madagascar4,madagascar,167.86,,,,,,6
18.0,12.0,0.63,Africa,Madagascar4,madagascar,147.69,,,,,,4
27.0,17.0,0.64,Africa,Madagascar4,madagascar,274.63,,,,,,38
27.0,17.0,0.65,Africa,Madagascar4,madagascar,341.39,,,,,,37
27.0,18.0,0.62,Africa,Madagascar4,madagascar,439.75,,,,,,35
14.0,14.0,0.5,Africa,Madagascar4,madagascar,52.78,,,,,,13
14.0,16.0,0.47,Africa,Madagascar4,madagascar,87.8,,,,,,42
16.0,14.0,0.57,Africa,Madagascar4,madagascar,106.91,,,,,,9
21.0,18.0,0.57,Africa,Madagascar4,madagascar,178.25,,,,,,9
22.0,17.0,0.52,Africa,Madagascar4,madagascar,166.61,,,,,,11
22.0,18.0,0.48,Africa,Madagascar4,madagascar,186.86,,,,,,26
27.0,18.0,0.48,Africa,Madagascar4,madagascar,207.95,,,,,,26
27.0,12.0,0.51,Africa,Madagascar4,madagascar,210.41,,,,,,10
37.0,17.0,0.49,Africa,Madagascar4,madagascar,599.14,,,,,,24
12.0,11.0,0.6,Africa,Madagascar4,madagascar,70.6,,,,,,14
13.0,10.0,0.73,Africa,Madagascar4,madagascar,71.18,,,,,,33
14.0,10.0,0.61,Africa,Madagascar4,madagascar,88.78,,,,,,40
19.0,16.0,0.59,Africa,Madagascar4,madagascar,217.83,,,,,,36
19.0,13.0,0.56,Africa,Madagascar4,madagascar,214.92,,,,,,5
24.0,17.0,0.57,Africa,Madagascar4,madagascar,264.97,,,,,,9
25.0,16.0,0.59,Africa,Madagascar4,madagascar,406.37,,,,,,36
28.0,15.0,0.6,Africa,Madagascar4,madagascar,444.16,,,,,,14
32.0,14.0,0.56,Africa,Madagascar4,madagascar,499.77,,,,,,5
33.0,26.0,0.55,Africa,Madagascar4,madagascar,698.64,,,,,,6
7.0,8.0,0.49,Africa,Madagascar5,madagascar,11.15,,,,,,24
7.5,13.5,0.54,Africa,Madagascar5,madagascar,12.98,,,,,,7
8.5,10.5,0.5,Africa,Madagascar5,madagascar,22.77,,,,,,13
17.0,10.5,0.5,Africa,Madagascar5,madagascar,81.03,,,,,,13
17.0,14.5,0.52,Africa,Madagascar5,madagascar,129.8,,,,,,11
17.5,13.5,0.52,Africa,Madagascar5,madagascar,64.8,,,,,,11
25.0,16.0,0.5,Africa,Madagascar5,madagascar,238.15,,,,,,13
28.0,16.0,0.49,Africa,Madagascar5,madagascar,243.16,,,,,,24
29.0,17.0,0.48,Africa,Madagascar5,madagascar,267.52,,,,,,26
6.0,7.0,0.51,Africa,Madagascar5,madagascar,10.02,,,,,,10
6.5,6.5,0.53,Africa,Madagascar5,madagascar,11.37,,,,,,8
8.0,12.0,0.52,Africa,Madagascar5,madagascar,29.11,,,,,,11
16.5,11.5,0.56,Africa,Madagascar5,madagascar,115.77,,,,,,5
17.0,12.5,0.52,Africa,Madagascar5,madagascar,114.62,,,,,,11
28.0,17.0,0.54,Africa,Madagascar5,madagascar,281.91,,,,,,7
30.0,18.0,0.53,Africa,Madagascar5,madagascar,340.21,,,,,,8
17.5,11.5,0.58,Africa,Madagascar5,madagascar,191.7,,,,,,12
29.0,13.5,0.63,Africa,Madagascar5,madagascar,256.56,,,,,,4
17.0,17.5,0.28,Africa,Madagascar5,madagascar,102.04,,,,,,65
17.0,14.5,0.26,Africa,Madagascar5,madagascar,115.68,,,,,,67
17.5,13.0,0.27,Africa,Madagascar5,madagascar,105.86,,,,,,62
25.0,18.0,0.26,Africa,Madagascar5,madagascar,188.46,,,,,,67
30.0,10.5,0.26,Africa,Madagascar5,madagascar,141.27,,,,,,67
30.0,15.0,0.29,Africa,Madagascar5,madagascar,290.06,,,,,,16
16.0,11.0,0.53,Africa,Madagascar5,madagascar,102.39,,,,,,8
16.5,12.5,0.54,Africa,Madagascar5,madagascar,85.99,,,,,,7
17.5,13.5,0.52,Africa,Madagascar5,madagascar,129.42,,,,,,11
32.0,21.5,0.53,Africa,Madagascar5,madagascar,508.14,,,,,,8
7.0,10.0,0.46,Africa,Madagascar5,madagascar,33.35,,,,,,27
7.5,11.0,0.46,Africa,Madagascar5,madagascar,38.04,,,,,,27
35.0,18.5,0.45,Africa,Madagascar5,madagascar,506.19,,,,,,28
35.0,16.5,0.45,Africa,Madagascar5,madagascar,305.61,,,,,,28
7.0,8.5,0.36,Africa,Madagascar5,madagascar,8.53,,,,,,23
7.0,8.0,0.33,Africa,Madagascar5,madagascar,8.39,,,,,,58
8.5,6.5,0.38,Africa,Madagascar5,madagascar,30.83,,,,,,20
7.5,9.5,0.47,Africa,Madagascar5,madagascar,17.75,,,,,,42
8.0,7.0,0.47,Africa,Madagascar5,madagascar,14.04,,,,,,42
8.5,8.5,0.48,Africa,Madagascar5,madagascar,27.26,,,,,,26
16.0,9.0,0.46,Africa,Madagascar5,madagascar,76.99,,,,,,27
16.5,9.0,0.48,Africa,Madagascar5,madagascar,60.06,,,,,,26
16.5,8.2,0.48,Africa,Madagascar5,madagascar,70.33,,,,,,26
25.0,12.0,0.49,Africa,Madagascar5,madagascar,172.31,,,,,,24
34.0,16.5,0.45,Africa,Madagascar5,madagascar,539.99,,,,,,28
36.0,20.5,0.47,Africa,Madagascar5,madagascar,826.44,,,,,,42
6.5,10.0,0.75,Africa,Madagascar5,madagascar,14.78,,,,,,59
7.0,9.5,0.74,Africa,Madagascar5,madagascar,18.76,,,,,,30
7.5,9.0,0.78,Africa,Madagascar5,madagascar,23.45,,,,,,45
16.5,11.5,0.78,Africa,Madagascar5,madagascar,104.26,,,,,,45
16.5,10.5,0.77,Africa,Madagascar5,madagascar,176.74,,,,,,52
17.0,10.5,0.78,Africa,Madagascar5,madagascar,147.82,,,,,,45
27.0,15.5,0.77,Africa,Madagascar5,madagascar,330.88,,,,,,52
27.5,15.0,0.8,Africa,Madagascar5,madagascar,279.22,,,,,,55
30.0,14.0,0.77,Africa,Madagascar5,madagascar,311.76,,,,,,52
6.0,10.0,0.41,Africa,Madagascar5,madagascar,7.36,,,,,,22
8.0,10.5,0.39,Africa,Madagascar5,madagascar,13.2,,,,,,19
8.0,9.0,0.41,Africa,Madagascar5,madagascar,12.82,,,,,,22
15.0,13.4,0.4,Africa,Madagascar5,madagascar,41.96,,,,,,15
17.0,13.0,0.41,Africa,Madagascar5,madagascar,103.98,,,,,,22
17.5,18.0,0.44,Africa,Madagascar5,madagascar,152.12,,,,,,21
26.0,17.0,0.43,Africa,Madagascar5,madagascar,207.92,,,,,,41
27.0,18.0,0.44,Africa,Madagascar5,madagascar,264.49,,,,,,21
32.0,19.0,0.41,Africa,Madagascar5,madagascar,190.49,,,,,,22
15.0,11.0,0.69,Africa,Madagascar5,madagascar,58.55,,,,,,32
16.0,11.0,0.69,Africa,Madagascar5,madagascar,66.33,,,,,,32
17.0,13.0,0.68,Africa,Madagascar5,madagascar,69.73,,,,,,56
26.0,18.0,0.66,Africa,Madagascar5,madagascar,324.35,,,,,,43
30.0,17.0,0.66,Africa,Madagascar5,madagascar,342.5,,,,,,43
7.5,9.0,0.63,Africa,Madagascar5,madagascar,21.09,,,,,,4
8.0,6.5,0.65,Africa,Madagascar5,madagascar,22.24,,,,,,37
